Human	Worm	Type	OMAGroup
285533	182681	n:1	822200
54798	187783	n:1	
5356	179500	1:1	961061
51802	CAEEL00598	n:m	
51802	182851	n:m	
51802	184882	n:m	
51802	185036	n:m	
51802	181468	n:m	
6999	175836	1:1	1193417
55314	189111	1:m	891883
55314	175678	1:m	
2110	175916	1:1	663173
HUMAN77960	177894	n:1	
84076	177906	n:1	
11275	174791	n:1	
2713	173747	n:1	
1363	177940	n:1	
HUMAN78036	CAEEL20699	n:1	961653
1182	174449	n:1	1202778
442117	178343	n:1	
51809	178661	1:1	
3148	175890	n:1	
8001	172103	n:m	
8001	172270	n:m	
8001	178930	n:m	
8001	180086	n:m	
60559	176133	1:1	922402
175	180550	1:1	1218431
55714	175953	n:1	971361
3622	178470	n:1	
60684	CAEEL06719	1:1	
133121	184442	1:m	
133121	180561	1:m	1161863
291	189112	n:1	
285440	178065	1:1	
HUMAN78431	CAEEL07368	n:1	970336
2483	176719	1:1	921325
6389	172968	1:m	952327
6389	181108	1:m	
10016	187448	1:1	961862
11336	173910	1:1	947776
11076	171948	n:1	
9319	174313	1:1	
81037	174362	1:1	
4726	184827	1:1	
170690	181022	n:m	
170690	181412	n:m	
84246	CAEEL05013	1:1	751995
54888	171697	1:1	961087
6715	191550	n:m	
6715	185670	n:m	
6715	184699	n:m	1176073
108	191607	1:1	
4552	174471	1:1	910035
134145	176493	1:1	1149288
22948	175588	1:1	847237
10299	172986	1:1	961397
7204	171988	n:1	964122
90441	175905	1:1	1245966
64083	171919	1:1	894002
10923	188475	1:1	
6897	174790	1:1	
81792	172706	1:1	
23600	174559	1:m	
23600	181140	1:m	1190987
5810	176608	1:1	922342
134218	CAEEL09247	1:1	
64902	172301	1:1	1192319
133688	177139	n:m	847599
133688	179406	n:m	
167127	177139	n:m	
167127	179406	n:m	
92255	174724	1:1	1178664
133686	174846	1:1	1175643
9631	CAEEL09603	1:1	1181927
55100	179027	1:1	674577
133584	174097	1:1	966200
5562	181727	n:1	
HUMAN78988	175141	1:m	1229525
HUMAN78988	175460	1:m	
133558	24104280	n:1	
5019	174548	1:1	1153638
167359	186015	1:1	963084
3157	178956	n:1	920973
23530	180884	1:1	1184367
53918	187888	1:1	1239051
4724	172037	1:1	
112574	178361	n:1	
23517	177824	1:1	1183785
8611	173734	n:1	
153129	177997	1:1	
115827	173971	n:1	
5144	174235	n:1	
27292	183993	1:1	1212876
10283	174843	1:1	
11174	181022	n:m	
11174	181412	n:m	
23398	173225	1:1	960991
373	174525	1:1	
80006	CAEEL04709	1:1	1226199
54557	173846	n:1	
140890	174646	1:1	
64924	173299	1:1	1188824
1022	171784	1:1	961044
102157402	174511	1:1	1240852
728340	176421	n:1	
6607	172783	n:1	
6607	172783	n:1	
2966	176421	n:1	1211036
55814	179981	1:1	
64087	41656988	1:1	1215588
3842	175094	n:1	
115548	173511	n:1	965761
689	174090	n:1	
84135	171811	1:1	
3074	180533	n:1	
84340	191043	1:1	961229
10412	173232	1:1	1183523
10087	172940	1:1	
10788	173294	n:1	1239187
55109	178216	n:1	
HUMAN79768	178216	n:1	672960
HUMAN79771	190808	1:1	
6902	171791	1:1	
9522	171756	n:1	
411	CAEEL19271	n:1	
29958	171775	1:1	1246579
167153	172207	1:1	
345778	173340	n:1	
1719	172681	n:1	
23635	174975	n:1	
6228	178188	1:1	1251144
902	190078	1:1	
153396	173230	n:1	1221733
1070	CAEEL08432	n:1	
153364	182131	1:1	
10622	CAEEL00482	n:1	
57561	189457	1:1	
7025	192082	n:1	
79772	CAEEL01187	n:1	
2745	171685	1:1	
4012	181438	1:1	
HUMAN80173	190602	n:1	1200125
1105	172432	n:1	
353189	190573	n:m	
353189	180528	n:m	
5066	266833	1:1	1241631
23262	172221	1:1	
83594	177996	1:1	
4124	179632	n:1	
91137	173212	1:1	1187179
HUMAN80254	178346	1:1	
134429	186873	1:1	
6728	171711	1:1	
7905	171835	n:m	
7905	176759	n:m	
83942	CAEEL04319	1:m	
83942	178314	1:m	
64848	172615	1:1	
5229	174999	1:1	1234972
100302736	172372	n:1	1237755
1036	180434	1:1	
9140	175793	1:1	
1176	171691	n:1	1247169
1657	181558	n:1	
94033	171934	n:m	1243820
94033	179138	n:m	
100505841	CAEEL20014	1:1	
6643	180468	n:1	
1456	172891	n:1	
501	175820	1:1	950127
84466	173064	n:1	
133619	182237	1:1	
6558	3565648	n:1	964637
51015	178169	1:1	
171019	181022	n:m	
171019	181412	n:m	
337876	172851	n:1	1188652
3094	184760	1:1	
51735	177894	n:1	
HUMAN80604	177894	n:1	1192116
23305	171643	n:1	
8974	176569	n:m	
8974	178170	n:m	
HUMAN80667	179678	n:1	
10111	179678	n:1	960999
11127	3565057	1:1	962145
27089	174992	1:m	
27089	180862	1:m	
3308	176195	n:1	
7416	177524	n:1	
6500	172773	1:m	
6500	172775	1:m	1183339
5515	178117	n:1	
7320	177170	n:1	
51128	177217	n:1	
10802	178183	n:1	
9879	176943	1:1	961339
153328	187658	n:1	
4090	176229	n:1	
26249	174791	n:1	974461
51308	173639	1:1	
2107	CAEEL14274	1:1	
3313	178873	1:1	960822
1495	179624	n:1	
9963	187811	n:m	
9963	177296	n:m	
9963	188241	n:m	
9963	188243	n:m	
9963	183708	n:m	
7322	178006	n:1	
5813	177540	n:1	1226570
5201	178021	1:1	
4695	173279	1:1	
3550	173693	1:1	1240168
54853	175547	1:1	
3035	177978	n:1	1249312
23438	177978	n:1	
153527	176090	1:1	961039
83884	188387	n:1	
9604	186378	1:m	
9604	CAEEL07650	1:m	
10007	176760	n:1	
23092	175849	n:1	
81555	179507	n:1	720007
51520	175538	1:1	1146508
10915	174150	1:1	
5521	172826	n:1	
202374	176456	n:1	
105378220	187239	1:m	
105378220	172197	1:m	
105378220	353461	1:m	
105378220	186529	1:m	
105378220	177188	1:m	
105378220	178193	1:m	
105378220	179296	1:m	
105378220	179297	1:m	
105378220	179298	1:m	
105378220	185212	1:m	
105378220	186439	1:m	
105378220	188426	1:m	971817
105378220	179812	1:m	
105378220	179825	1:m	
105378220	180529	1:m	
105378220	181308	1:m	
105378220	CAEEL20102	1:m	
1452	175524	1:1	962307
1836	179357	n:m	
1836	179626	n:m	
1836	CAEEL15741	n:m	
815	177921	n:1	
340075	CAEEL19271	n:1	
6208	176006	1:1	1190883
3340	177675	n:1	
55696	177979	1:1	769770
51164	177600	1:1	
2878	181178	n:m	
2878	182513	n:m	
285641	186798	1:1	
153201	173442	n:m	
153201	259544	n:m	
2196	CAEEL07368	n:1	
6678	176931	1:1	1170890
2741	172103	n:m	
2741	172270	n:m	
2741	178930	n:m	
2741	180086	n:m	784658
2890	172449	n:1	
55568	178343	n:1	
10826	174339	1:1	
9337	176625	n:1	
HUMAN81978	176482	1:1	1244935
285643	176750	n:1	
6444	184162	n:1	947811
153743	175738	n:1	826781
9443	173353	1:1	
26999	176885	n:1	912221
HUMAN82046	172053	1:1	942686
7265	172965	1:1	961985
10569	179443	1:1	1191502
23120	176498	n:1	
3161	175372	1:1	
57451	175953	n:1	
5917	175659	1:1	1243300
6586	181562	n:1	
1794	177942	n:1	
30820	CAEEL20858	1:1	
64901	179467	n:1	
23291	174058	n:1	964311
6793	181488	n:1	
54492	181767	n:1	
57222	180517	1:1	889782
662	175187	1:1	
94081	181807	n:m	
94081	174708	n:m	
94081	183547	n:m	
94081	181353	n:m	
84321	172713	1:1	961154
51491	191277	1:1	
23197	181603	1:1	
26262	177890	n:1	718103
90249	177334	n:1	
27166	174760	1:1	
10960	180423	n:1	814426
6569	CAEEL18521	n:1	
2870	181212	n:1	
51428	172413	1:1	961315
54732	180307	n:1	
11285	176382	1:1	1201363
55651	176531	1:1	1245369
64396	190457	n:1	
85007	177646	n:1	
91522	185112	n:1	
2916	177327	n:1	
9509	181022	n:m	
9509	181412	n:m	
821	176390	1:1	
23061	178316	n:1	
255426	177527	n:1	
5601	177460	n:1	
9945	174778	n:m	
9945	178067	n:m	1203310
57472	178184	n:1	
4245	175453	1:m	
4245	181160	1:m	672974
10399	177895	1:1	960946
56940	182649	1:1	
55770	174459	1:1	
135458	171939	n:1	674336
2762	186416	1:m	
2762	177717	1:m	960883
670	173418	1:1	955162
7280	181036	n:1	
347733	181036	n:1	
26240	179970	n:1	
8899	174244	1:1	
10455	174665	1:1	893489
10667	180303	1:1	1240530
6745	171865	1:1	
83732	171883	1:1	1242284
51000	175787	1:1	698767
2651	172446	n:m	
2651	172447	n:m	
2651	173114	n:m	
2651	174679	n:m	
84830	183292	1:1	873044
2766	178834	n:1	
10486	266829	n:1	
63971	CAEEL18488	n:1	
221656	175493	1:1	1209922
154141	CAEEL11648	n:m	
154141	180824	n:m	961190
7915	174991	1:1	950129
51567	173276	1:1	711224
55856	353396	1:m	
55856	182923	1:m	
55856	176198	1:m	
9750	4927018	1:1	1199878
221613	177521	n:m	
221613	177521	n:m	
221613	177521	n:m	
221613	177521	n:m	
221613	177521	n:m	
221613	177521	n:m	
221613	177521	n:m	
221613	177521	n:m	
221613	177521	n:m	
221613	177521	n:m	
221613	177521	n:m	
221613	177521	n:m	
221613	177521	n:m	
221613	177521	n:m	
221613	177521	n:m	
221613	179339	n:m	
221613	177521	n:m	
255626	185332	n:m	
255626	185332	n:m	
255626	185332	n:m	
255626	186326	n:m	
255626	185332	n:m	
255626	185332	n:m	
255626	186326	n:m	
255626	186326	n:m	
255626	186326	n:m	
255626	191670	n:m	
255626	CAEEL14858	n:m	
255626	191670	n:m	
255626	191670	n:m	
255626	191670	n:m	
255626	191670	n:m	
255626	179340	n:m	
255626	191670	n:m	1176500
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	842612
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8335	177521	n:m	
8335	177521	n:m	
8335	177521	n:m	
8335	177521	n:m	
8335	177521	n:m	
8335	177521	n:m	
8335	177521	n:m	
8335	177521	n:m	
8335	177521	n:m	
8335	177521	n:m	
8335	177521	n:m	
8335	177521	n:m	
8335	177521	n:m	
8335	177521	n:m	
8335	177521	n:m	
8335	179339	n:m	
8335	177521	n:m	
3018	185332	n:m	
3018	185332	n:m	
3018	185332	n:m	
3018	186326	n:m	
3018	185332	n:m	
3018	185332	n:m	
3018	186326	n:m	
3018	186326	n:m	
3018	186326	n:m	
3018	191670	n:m	
3018	CAEEL14858	n:m	
3018	191670	n:m	
3018	191670	n:m	
3018	191670	n:m	
3018	191670	n:m	
3018	179340	n:m	
3018	191670	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	842610
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8339	185332	n:m	
8339	185332	n:m	
8339	185332	n:m	
8339	186326	n:m	
8339	185332	n:m	
8339	185332	n:m	
8339	186326	n:m	1176492
8339	186326	n:m	
8339	186326	n:m	
8339	191670	n:m	
8339	CAEEL14858	n:m	
8339	191670	n:m	
8339	191670	n:m	
8339	191670	n:m	
8339	191670	n:m	
8339	179340	n:m	
8339	191670	n:m	
8334	177521	n:m	
8334	177521	n:m	
8334	177521	n:m	
8334	177521	n:m	
8334	177521	n:m	
8334	177521	n:m	
8334	177521	n:m	
8334	177521	n:m	
8334	177521	n:m	
8334	177521	n:m	
8334	177521	n:m	
8334	177521	n:m	
8334	177521	n:m	
8334	177521	n:m	
8334	177521	n:m	
8334	179339	n:m	
8334	177521	n:m	
3017	185332	n:m	
3017	185332	n:m	
3017	185332	n:m	
3017	186326	n:m	
3017	185332	n:m	
3017	185332	n:m	
3017	186326	n:m	
3017	186326	n:m	
3017	186326	n:m	
3017	191670	n:m	
3017	CAEEL14858	n:m	
3017	191670	n:m	
3017	191670	n:m	
3017	191670	n:m	
3017	191670	n:m	
3017	179340	n:m	
3017	191670	n:m	
8339	185332	n:m	
8339	185332	n:m	
8339	185332	n:m	
8339	186326	n:m	
8339	185332	n:m	
8339	185332	n:m	
8339	186326	n:m	
8339	186326	n:m	
8339	186326	n:m	
8339	191670	n:m	
8339	CAEEL14858	n:m	
8339	191670	n:m	
8339	191670	n:m	
8339	191670	n:m	
8339	191670	n:m	
8339	179340	n:m	
8339	191670	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
HUMAN83402	177521	n:m	
HUMAN83402	177521	n:m	
HUMAN83402	177521	n:m	
HUMAN83402	177521	n:m	
HUMAN83402	177521	n:m	
HUMAN83402	177521	n:m	
HUMAN83402	177521	n:m	
HUMAN83402	177521	n:m	
HUMAN83402	177521	n:m	
HUMAN83402	177521	n:m	
HUMAN83402	177521	n:m	
HUMAN83402	177521	n:m	
HUMAN83402	177521	n:m	
HUMAN83402	177521	n:m	
HUMAN83402	177521	n:m	
HUMAN83402	179339	n:m	
HUMAN83402	177521	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
3013	177521	n:m	
3013	177521	n:m	
3013	177521	n:m	
3013	177521	n:m	
3013	177521	n:m	
3013	177521	n:m	
3013	177521	n:m	
3013	177521	n:m	
3013	177521	n:m	
3013	177521	n:m	
3013	177521	n:m	
3013	177521	n:m	
3013	177521	n:m	
3013	177521	n:m	
3013	177521	n:m	
3013	179339	n:m	
3013	177521	n:m	
8339	185332	n:m	
8339	185332	n:m	
8339	185332	n:m	
8339	186326	n:m	
8339	185332	n:m	
8339	185332	n:m	1176515
8339	186326	n:m	
8339	186326	n:m	
8339	186326	n:m	
8339	191670	n:m	
8339	CAEEL14858	n:m	
8339	191670	n:m	
8339	191670	n:m	
8339	191670	n:m	
8339	191670	n:m	
8339	179340	n:m	
8339	191670	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	842613
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8339	185332	n:m	
8339	185332	n:m	
8339	185332	n:m	
8339	186326	n:m	
8339	185332	n:m	
8339	185332	n:m	
8339	186326	n:m	
8339	186326	n:m	
8339	186326	n:m	
8339	191670	n:m	
8339	CAEEL14858	n:m	
8339	191670	n:m	
8339	191670	n:m	
8339	191670	n:m	
8339	191670	n:m	
8339	179340	n:m	
8339	191670	n:m	
8335	177521	n:m	
8335	177521	n:m	
8335	177521	n:m	
8335	177521	n:m	
8335	177521	n:m	
8335	177521	n:m	
8335	177521	n:m	
8335	177521	n:m	
8335	177521	n:m	
8335	177521	n:m	
8335	177521	n:m	
8335	177521	n:m	
8335	177521	n:m	
8335	177521	n:m	
8335	177521	n:m	
8335	179339	n:m	
8335	177521	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
3007	186584	1:1	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8345	185332	n:m	
8345	185332	n:m	
8345	185332	n:m	
8345	186326	n:m	
8345	185332	n:m	
8345	185332	n:m	
8345	186326	n:m	
8345	186326	n:m	
8345	186326	n:m	
8345	191670	n:m	
8345	CAEEL14858	n:m	
8345	191670	n:m	
8345	191670	n:m	
8345	191670	n:m	
8345	191670	n:m	
8345	179340	n:m	
8345	191670	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8339	185332	n:m	
8339	185332	n:m	
8339	185332	n:m	
8339	186326	n:m	
8339	185332	n:m	
8339	185332	n:m	
8339	186326	n:m	
8339	186326	n:m	
8339	186326	n:m	
8339	191670	n:m	
8339	CAEEL14858	n:m	
8339	191670	n:m	
8339	191670	n:m	
8339	191670	n:m	
8339	191670	n:m	
8339	179340	n:m	
8339	191670	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
29777	172368	1:1	
8969	177521	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	179339	n:m	
8969	177521	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	842616
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
85235	177521	n:m	
85235	177521	n:m	
85235	177521	n:m	
85235	177521	n:m	
85235	177521	n:m	
85235	177521	n:m	
85235	177521	n:m	
85235	177521	n:m	
85235	177521	n:m	
85235	177521	n:m	
85235	177521	n:m	
85235	177521	n:m	
85235	177521	n:m	
85235	177521	n:m	
85235	177521	n:m	
85235	179339	n:m	
85235	177521	n:m	
346157	353399	1:1	
8340	185332	n:m	
8340	185332	n:m	
8340	185332	n:m	
8340	186326	n:m	
8340	185332	n:m	
8340	185332	n:m	
8340	186326	n:m	
8340	186326	n:m	
8340	186326	n:m	
8340	191670	n:m	
8340	CAEEL14858	n:m	
8340	191670	n:m	
8340	191670	n:m	
8340	191670	n:m	
8340	191670	n:m	
8340	179340	n:m	
8340	191670	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	179339	n:m	
8969	177521	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8331	177521	n:m	
8331	177521	n:m	
8331	177521	n:m	
8331	177521	n:m	
8331	177521	n:m	
8331	177521	n:m	
8331	177521	n:m	
8331	177521	n:m	
8331	177521	n:m	
8331	177521	n:m	
8331	177521	n:m	
8331	177521	n:m	
8331	177521	n:m	
8331	177521	n:m	
8331	177521	n:m	
8331	179339	n:m	
8331	177521	n:m	
8342	185332	n:m	
8342	185332	n:m	
8342	185332	n:m	
8342	186326	n:m	
8342	185332	n:m	
8342	185332	n:m	
8342	186326	n:m	
8342	186326	n:m	
8342	186326	n:m	
8342	191670	n:m	
8342	CAEEL14858	n:m	
8342	191670	n:m	
8342	191670	n:m	
8342	191670	n:m	
8342	191670	n:m	
8342	179340	n:m	
8342	191670	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	842617
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	179339	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	179339	n:m	
8969	177521	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8360	177522	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8351	186325	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	177521	n:m	
8969	179339	n:m	
8969	177521	n:m	
8348	185332	n:m	
8348	185332	n:m	
8348	185332	n:m	
8348	186326	n:m	
8348	185332	n:m	
8348	185332	n:m	
8348	186326	n:m	
8348	186326	n:m	
8348	186326	n:m	
8348	191670	n:m	
8348	CAEEL14858	n:m	
8348	191670	n:m	
8348	191670	n:m	
8348	191670	n:m	
8348	191670	n:m	
8348	179340	n:m	1176473
8348	191670	n:m	
257202	181178	n:m	
257202	182513	n:m	
2880	181178	n:m	1177827
2880	182513	n:m	
2550	189837	1:1	940634
30834	182648	1:1	
23	179748	1:1	961331
5514	175695	1:1	
79969	180852	1:1	
8449	175117	1:1	1225074
780	180622	n:1	1193760
2968	178431	1:1	
394263	172871	1:1	
100507679	CAEEL18243	1:1	
1041	189536	1:1	
7919	174333	1:1	
534	172216	n:1	
HUMAN83988	172610	n:1	
HUMAN83991	172610	n:1	930189
7920	175948	1:1	1187115
7407	173224	1:1	1146506
57819	179833	1:1	1213861
80736	180809	n:1	
6499	178017	1:1	1183788
1797	172124	1:1	
10554	181671	1:1	
4855	176282	1:1	969263
5696	173334	n:1	
5698	CAEEL09625	n:1	
6046	172054	n:1	
7922	181640	1:1	961152
7923	CAEEL08825	1:m	
7923	180486	1:m	728727
6293	181018	1:1	789645
6222	178408	1:1	1203759
9277	178185	1:1	
10471	172474	1:1	1183118
3833	172213	1:1	
117283	172779	n:1	964102
11165	259365	n:1	
6204	172061	1:1	
29993	181058	1:1	
6631	177674	1:1	
6882	260198	1:1	
HUMAN84430	181179	1:1	1229030
6954	174353	n:1	
4736	171853	1:1	960953
7005	174005	n:1	
6732	176328	n:1	
1432	191743	n:1	961074
11329	180655	n:1	
57699	178108	n:m	
57699	178508	n:m	
51645	191627	1:1	960998
23787	174207	n:1	1226546
55633	177845	n:1	
23070	175156	1:1	
266727	180433	1:1	
114781	179117	1:1	344178
23500	186392	n:1	
4337	181176	1:1	928016
5225	180250	1:m	
5225	260226	1:m	
5225	180251	1:m	
9477	176937	1:1	908027
705	175968	1:1	
896	174941	1:1	
23304	171953	n:1	1210810
6903	3896741	1:1	
5528	179526	n:1	
116138	180050	1:1	961693
51069	176903	1:1	1250649
9533	178823	1:1	
25844	174528	1:1	
5429	175337	1:1	
54676	179677	1:1	
64928	185803	1:1	1176982
11131	175326	n:m	
11131	190738	n:m	
347734	178980	1:1	
988	172639	1:1	961011
22875	177430	n:1	1161860
59084	177430	n:1	
10231	175788	n:1	
9481	179315	1:1	917350
7941	172120	n:m	
7941	180704	n:m	
23607	171906	1:1	
4594	175503	1:1	663819
