Mouse	Human	type	OMAGroup
14784	2885	1:1	965703
17847	9736	1:1	1203756
72324	57125	1:1	1154079
217151	390790	1:1	
71947	9772	1:1	878772
67358	339804	1:1	409438
192159	10594	1:1	780606
280408	83547	1:1	1246970
380713	8578	1:1	965311
12295	782	1:1	906254
76265	283989	1:1	1177726
215113	124935	1:1	962133
19921	6143	1:1	961025
217154	342667	1:1	964153
18738	5306	1:1	902117
71675	84542	1:1	1201708
72129	5194	1:1	1198866
72194	84961	1:1	
217325	3993	1:1	672738
19062	51763	1:1	
74467	150962	1:1	1230203
19696	5966	1:1	1186921
216578	64895	1:1	1237274
19014	5469	1:1	962163
MOUSE03341	84033	1:1	963835
216792	200205	1:1	1246564
118454	57165	1:1	1205170
14025	53335	1:1	969736
170472	9400	1:1	965936
66528	643008	1:1	1215173
68528	100130933	1:1	
14923	2987	1:1	1195768
57230	29115	1:1	719937
67212	128308	1:1	1204614
67862	79169	1:1	962016
69131	51755	1:1	963086
11840	375	1:1	
18013	4761	1:1	970206
22416	89780	1:1	831190
216795	7483	1:1	831205
67030	55120	1:1	803599
216797	339501	1:1	971143
19049	84152	1:1	1200345
67826	HUMAN55025	1:1	1175062
69922	7444	1:1	966905
59045	10948	1:1	1150964
21393	8557	1:1	1224984
18948	5409	1:1	1164681
194952	HUMAN55028	1:1	907313
237775	93474	1:1	
320655	93210	1:1	1214475
216613	114800	1:1	911259
MOUSE03422	4641	1:1	963268
216616	2202	1:1	965475
12928	1398	1:1	
13866	2064	1:1	968305
103742	84299	1:1	1161953
268417	84838	1:1	918973
22627	7531	1:1	1248118
13447	8447	1:1	963605
14786	2886	1:1	962998
22780	22806	1:1	965175
71701	87178	1:1	1248749
380714	9501	1:1	1206690
216799	114548	1:1	966693
76566	HUMAN30551	1:1	
257962	127623	1:1	352600
69376	124626	1:1	1180540
104570	57223	1:1	962560
66612	94103	1:1	1209869
192852	100505591	1:1	1144390
216618	112942	1:1	970932
57911	284110	1:1	1162966
22123	5709	1:1	1173166
12985	1440	1:1	1199252
108686	55704	1:1	1079196
192897	3691	1:1	341943
76784	4528	1:1	961350
23989	9862	1:1	1231770
78294	6233	1:1	961030
14635	2584	1:1	1143918
73324	130162	1:1	1181017
15078	3021	n:m	
15078	3021	n:m	
21833	7067	1:1	928553
217166	9572	1:1	928552
68299	55275	1:1	1225529
217331	85451	1:1	1242059
74026	339287	1:1	964145
192160	22794	1:1	963311
268480	51195	1:1	809344
68524	147179	1:1	961846
67201	51031	1:1	757969
68585	57142	1:1	750707
26936	23164	1:1	1179460
23834	990	1:1	1203561
116972	79850	1:1	1215295
194908	201164	1:1	841223
276919	50628	1:1	1173086
67390	55178	1:1	966769
18230	64359	1:1	870979
237711	400954	1:1	966759
216622	55527	n:1	
216805	201163	1:1	822186
56322	29928	1:1	1203211
19401	5914	1:1	928558
353155	125111	1:1	1182887
21973	7153	1:1	1249646
26572	8533	1:1	1226924
16010	3487	1:1	356021
103850	56953	1:1	745737
217169	84951	1:1	1233618
70450	HUMAN36338	1:1	1181944
12775	1236	1:1	973274
192191	55090	1:1	925446
19416	51655	1:1	965049
57376	6605	1:1	968132
268481	125113	1:m	969363
268481	125113	1:m	
22378	23558	1:1	961959
18618	10400	1:1	751901
75706	192666	1:1	975007
70810	147183	1:1	970285
320864	353288	1:1	970270
16675	342574	1:1	968878
70843	162605	1:1	969677
217333	91107	1:1	969255
19377	10743	1:1	981356
16661	3858	1:1	974080
338364	201292	1:1	962886
268482	3859	1:1	966512
66809	54474	1:1	1220367
94179	25984	1:1	1211169
60441	64978	1:1	1171987
237934	390792	1:1	1159207
20742	HUMAN62676	1:1	964716
406221	125115	1:1	972405
66380	85293	n:m	1136429
66380	83897	n:m	
66380	85293	n:m	
66380	83897	n:m	1136428
69473	83896	1:1	371898
69664	83895	n:m	
69664	728255	n:m	
69664	81850	n:m	
69664	81851	n:m	
435273	83895	n:m	
435273	728255	n:m	
435273	81850	n:m	
435273	81851	n:m	992685
75087	129852	1:1	1152867
75586	83895	n:m	981984
75586	728255	n:m	
75586	81850	n:m	
75586	81851	n:m	
71453	81872	n:m	977514
71453	HUMAN33588	n:m	
71453	730755	n:m	
71453	730755	n:m	
71453	81872	n:m	
71453	HUMAN33588	n:m	
71453	730755	n:m	980825
71453	730755	n:m	
75572	98	1:1	1224756
71453	81872	n:m	
71453	HUMAN33588	n:m	
71453	730755	n:m	
71453	730755	n:m	980259
100502803	81872	n:m	
100502803	HUMAN33588	n:m	988630
100502803	730755	n:m	
100502803	730755	n:m	
68673	100132476	n:m	
68673	100132386	n:m	
68673	83755	n:m	
68673	81871	n:m	
MOUSE03666	29	1:1	1242098
76444	100132476	n:m	
76444	100132386	n:m	
76444	83755	n:m	
76444	81871	n:m	
546511	100132476	n:m	
546511	100132386	n:m	982551
546511	83755	n:m	
546511	81871	n:m	
100040248	100132476	n:m	
100040248	100132386	n:m	
100040248	83755	n:m	975445
100040248	81871	n:m	
320522	727857	1:1	359127
68768	84616	n:m	
68768	85290	n:m	982548
68768	85291	n:m	
237858	286753	1:1	1203821
53334	9527	1:1	696798
20787	6720	1:1	1172913
69464	84616	n:m	
69464	85290	n:m	
69464	85291	n:m	
670496	84616	n:m	989834
670496	85290	n:m	
670496	85291	n:m	
435285	85285	1:1	
432600	83899	n:m	
432600	83900	n:m	
432600	83901	n:m	
432600	85280	n:m	
432600	81870	n:m	
432600	100507608	n:m	
432600	100505724	n:m	
100415785	83899	n:m	
100415785	83900	n:m	
100415785	83901	n:m	
100415785	85280	n:m	
100415785	81870	n:m	
100415785	100507608	n:m	993622
100415785	100505724	n:m	
16705	83899	n:m	
16705	83900	n:m	
16705	83901	n:m	
16705	85280	n:m	978713
16705	81870	n:m	
16705	100507608	n:m	
16705	100505724	n:m	
12874	1362	1:1	1180883
670533	83899	n:m	
670533	83900	n:m	1000848
670533	83901	n:m	
670533	85280	n:m	
670533	81870	n:m	
670533	100507608	n:m	
670533	100505724	n:m	
100462664	100533177	1:1	984718
100504183	100505753	1:1	972945
77914	83902	1:1	968912
66601	388364	1:1	1203432
217335	85302	1:1	964956
103554	23198	1:1	1251181
71888	3883	n:m	982025
71888	3884	n:m	
71888	HUMAN33623	n:m	
71888	3881	n:m	
16671	3883	n:m	
16671	3884	n:m	
16671	HUMAN33623	n:m	971642
16671	3881	n:m	
237716	10936	1:1	1147076
16672	3883	n:m	
16672	3884	n:m	
16672	HUMAN33623	n:m	
16672	3881	n:m	
16660	3883	n:m	
16660	3884	n:m	
16660	HUMAN33623	n:m	
16660	3881	n:m	973867
16670	3882	1:1	969452
53617	3886	1:1	969050
104184	642	1:1	893981
16673	8689	1:1	969312
MOUSE03734	51130	1:1	966916
16663	3860	1:1	967121
16665	3866	1:1	967737
16669	3880	1:1	
15567	6532	1:1	951580
107656	3857	1:1	975683
66753	27248	1:1	1156491
11430	51	1:1	908994
16664	3861	1:1	970803
68044	494143	1:1	821049
237859	84081	1:1	972110
69535	100134934	1:m	827348
69535	100134934	1:m	
16666	3868	1:1	968236
20856	8614	1:1	1207258
MOUSE03759	1018	1:1	963117
69556	91272	1:1	1191819
16667	3872	1:1	979367
14027	2125	1:1	1153138
MOUSE03765	374786	1:1	1220035
20918	10209	1:1	892517
217337	6730	1:1	1235653
14459	2520	1:1	1145692
14428	8811	1:1	971032
67579	80315	1:1	344108
67592	133491	1:1	858798
237860	85464	1:1	1149437
216810	146691	1:1	965990
18197	51617	1:1	336137
15114	9001	1:1	938183
16199	3581	1:1	1157363
78372	79622	1:1	1222790
16480	3728	1:1	964855
74665	83450	1:1	962310
66180	10609	1:1	1222728
216961	84940	1:1	962394
13650	64285	1:1	898077
14230	60681	1:1	972039
MOUSE03829	91647	1:1	1247249
66771	79018	1:1	
13495	1819	1:1	710170
268445	124930	1:1	736419
17168	8131	1:1	1189751
53413	23265	1:1	751795
15223	2302	1:1	1209891
68106	115024	1:1	
268395	4350	1:1	
15126	3050	1:1	
66720	317719	1:1	1079930
217194	55175	1:1	970356
15122	3040	n:m	
15122	3040	n:m	906935
544763	3049	n:1	906950
15122	3040	n:m	906893
15122	3040	n:m	
216635	3049	n:1	
216963	28964	1:1	1242131
216964	90313	1:1	900731
67477	116236	1:1	909131
268396	285590	1:1	972727
327900	92181	1:1	1210903
69306	285588	1:1	1166442
20868	6793	1:1	
217340	114804	1:1	966861
319370	283991	1:1	752718
216965	57551	1:1	963803
104112	47	1:1	1132694
68564	57532	1:1	1191262
217341	84074	1:1	674723
12957	1411	1:1	1206933
103583	23291	1:1	964311
74407	83538	1:1	963998
12799	1267	1:1	1174874
69351	644994	1:1	1156792
14172	8817	1:1	1157382
67763	5635	1:1	1219722
MOUSE03923	8877	1:1	844246
66011	64901	1:1	802609
216643	2568	1:1	784728
217342	63893	1:1	1207223
56354	HUMAN33728	1:1	961153
11298	HUMAN36454	1:1	1231304
70357	30820	1:1	964139
16533	3779	1:1	1163508
71966	28511	1:1	1241430
17910	51168	1:1	1183131
MOUSE03963	133874	1:1	892706
278304	HUMAN33765	1:1	1220574
217344	79651	1:1	898079
268420	54890	1:1	720450
114886	114757	1:1	906895
80861	79132	1:1	1204964
100038570	768206	1:1	906538
16822	3937	1:1	972373
14233	2299	1:1	
20446	10610	1:1	1174947
MOUSE03980	122455342	1:1	1000971
14534	2648	1:1	1224410
MOUSE03984	94086	1:1	365425
94176	1794	1:1	1173125
20445	55808	1:1	1174948
16897	3996	1:1	672735
574403	100131897	1:1	1135718
19345	5878	1:1	961496
67622	439921	1:1	1139817
70385	54908	1:1	966501
107817	23210	1:1	907315
380728	23415	1:1	964969
15171	3060	1:1	1199636
74319	124512	1:1	1229093
20564	6586	1:1	1182857
14248	2314	1:1	964496
80860	84514	1:1	
211347	79646	1:1	901381
20382	6427	1:1	961724
237781	125170	1:1	1142465
237730	345630	1:1	965239
104458	5917	1:1	1243300
20851	6777	1:1	936455
211652	23286	1:1	1191161
69900	79157	1:1	834079
23964	57451	1:1	972382
268510	146664	1:1	412209
21975	7156	1:1	690727
237782	140775	1:1	754264
20850	6776	1:1	936458
108645	27430	1:1	960928
74136	6397	1:1	
15366	3161	1:1	
52653	134492	1:1	826689
20425	6470	1:1	
12450	900	1:1	673352
216820	25979	1:1	728774
216821	8834	1:1	1208754
24083	256302	1:1	776778
26397	5606	1:1	963353
16515	3768	1:m	1188499
16515	100134444	1:m	
14406	2566	1:1	784698
57916	23495	1:1	1223050
216825	23326	1:1	
217351	HUMAN36595	1:1	962775
14394	2554	1:1	784671
11670	218	1:1	950150
14399	2559	1:1	784657
20848	HUMAN33813	1:1	949856
11671	224	1:1	
19285	284119	1:1	937621
14401	2561	1:1	784670
217353	11322	1:1	1207595
319767	23120	1:1	780299
67473	55244	1:1	961064
30939	10744	1:m	
30939	9232	1:m	1222905
217356	147138	1:1	1207594
77727	100141515	1:1	356440
20973	9144	1:1	954772
21877	7083	1:1	1154689
193116	10569	1:1	1191502
69183	114898	1:1	964960
380694	79616	1:1	673317
71562	125061	1:1	806688
22671	7732	1:1	344595
16204	HUMAN82067	1:1	
11799	332	1:1	
546519	283999	1:1	1209816
70802	114825	1:1	965085
76293	4239	1:1	965084
12702	9021	1:1	947255
66827	7265	1:1	961985
11548	147	1:1	967106
16160	3593	1:1	
79560	134510	1:1	795399
74451	9489	1:1	1250918
23939	5598	1:1	965615
74315	HUMAN82046	1:1	942686
27078	27077	1:1	871390
11975	535	1:1	1180674
13591	1879	1:1	1235912
27419	4669	1:1	1157301
15485	3292	1:1	728831
71743	80347	1:1	855089
216705	9685	1:1	969814
MOUSE04217	8632	1:1	671278
72290	134353	1:1	1211223
66628	54974	1:1	852441
214105	11063	1:1	1204398
106489	113402	n:1	1243458
13855	22905	1:1	963132
21428	6945	1:1	1229106
71520	10750	1:1	966444
11492	8728	1:1	963056
214112	HUMAN82024	1:1	859557
19183	29893	1:1	961357
109342	125206	1:1	1196671
19157	9267	1:1	
69640	644815	1:1	1214403
67998	162427	1:1	1242641
103733	7283	1:1	674819
212627	5636	1:1	1219719
103768	27175	1:1	674828
72344	57602	1:1	967376
21858	7077	1:1	1243544
58251	100653515	1:1	1148766
29869	9706	1:1	969386
76884	26999	1:1	912221
320116	408263	1:m	1225544
320116	408263	1:m	
217198	79990	1:1	1175683
76025	124583	1:1	1228616
56745	114897	1:1	1197268
53321	8506	1:1	342243
56697	11216	1:1	1216158
12777	2826	1:1	943664
217364	64772	1:1	821325
16428	3702	1:1	962038
432552	153745	1:1	345539
66213	9443	1:1	1200379
171285	84868	1:1	868497
14055	2145	1:1	736507
54409	10266	1:1	900732
171284	26762	n:1	
28084	84313	1:1	894256
432572	92521	1:1	
52897	146713	1:1	1198757
11541	136	1:1	963682
171283	26762	n:1	
69747	125150	1:1	940308
276891	91937	1:1	868492
MOUSE04369	339221	1:1	1161866
12416	84733	1:1	972774
69847	65266	1:1	
24052	6444	1:1	947811
52469	28958	1:1	1227284
30951	57332	1:1	1174877
72795	54902	1:1	1243981
68107	124817	1:1	1221970
12418	8535	1:1	1236417
14694	10399	1:1	960946
207592	125058	1:1	966969
211007	90933	1:1	344427
13445	8099	n:1	
94089	81786	1:1	969658
19188	5721	n:1	842951
56208	8678	1:1	1150999
207607	55036	1:1	962031
18356	26693	1:1	353139
360013	399687	1:1	965285
19192	10197	1:1	842950
237940	314	1:1	
258334	285659	1:1	
11754	8639	1:1	1146754
14387	2548	1:1	807291
19193	51268	1:1	
14377	2538	1:1	1207340
192170	9775	1:1	960979
MOUSE04487	80755	n:m	
MOUSE04487	HUMAN33984	n:m	1226436
69684	80755	n:m	1226432
69684	HUMAN33984	n:m	
237754	153579	1:1	979207
170720	79092	1:1	1143382
73635	100885848	1:1	1218397
217201	146923	1:1	1217030
20370	HUMAN32684	1:1	
27029	6448	1:1	775699
22720	643836	1:1	980130
19942	6155	1:1	1168143
70110	3430	1:1	1212778
17308	4245	1:1	672974
258463	134083	n:1	
268512	284129	1:1	910322
26949	10493	1:1	
11858	8153	1:1	963036
268448	57649	1:1	1226369
259069	134083	n:1	
70451	147015	1:1	728829
MOUSE04574	57674	1:1	722860
12189	672	1:1	967166
14257	2324	1:1	964255
68662	92304	1:1	1202147
104625	57472	1:1	769174
18164	4884	1:1	348543
14252	2319	1:1	962157
14584	9945	1:1	1203310
57837	26284	1:1	1248561
216971	55731	1:1	1141238
22032	9618	1:1	736161
74370	57521	1:1	834546
68385	116238	1:1	1145286
268449	6147	1:1	961146
208092	79643	1:1	672118
20185	9611	1:1	968639
327942	9487	1:1	1160263
19376	83871	1:1	963517
216974	HUMAN32584	1:1	911289
26420	5601	1:1	963286
73139	201161	1:1	1145195
22187	7314	1:1	
17966	4077	1:1	
20926	6830	1:1	1233274
MOUSE04675	6388	1:1	958127
22368	51393	1:1	971434
74563	255426	1:1	809341
108100	10458	1:1	964378
192976	388341	1:1	1237464
59044	55819	1:1	964490
217203	113277	1:1	1190287
667306	100874261	1:1	906526
72503	9703	1:1	1225993
170740	57336	1:1	343975
66599	201299	1:1	1202246
80981	379	1:1	953231
216976	124923	1:1	964606
192651	57335	1:m	346471
192651	57335	1:m	
76795	23061	1:1	802148
54141	10615	1:1	908255
68067	51149	1:1	951416
94092	10626	1:m	973287
94092	HUMAN32215	1:m	
217207	1659	1:1	1225071
11676	230	1:1	
MOUSE04729	9625	1:1	1223144
276846	94005	1:1	1233499
18412	8878	1:1	959302
213980	374286	1:m	
213980	10517	1:m	1141221
22248	9094	1:1	946760
67510	100533496	1:m	
67510	201158	1:m	
67510	51030	1:m	1236231
103534	11282	1:1	673055
66338	284040	1:1	413168
15218	8456	1:1	676938
71062	64518	1:1	970499
17001	4056	1:1	937326
20500	9058	1:1	1164440
18612	2118	1:1	1162439
52466	113235	1:1	962422
103806	9794	1:1	971827
17285	4222	1:1	1191539
18858	5376	1:1	1210533
74499	50964	1:1	1236122
54710	9955	n:m	886827
54710	9953	n:m	
237868	23098	1:1	1175407
70383	1352	1:1	
12330	821	1:1	872986
MOUSE04777	1845	1:1	1168473
76653	646019	1:1	408073
MOUSE04787	22994	1:1	968005
22370	7448	1:1	962791
15478	9955	n:m	
15478	9953	n:m	886825
75437	284067	1:1	965521
18292	645832	1:1	970972
195040	147007	1:1	674460
78777	146705	1:1	1223030
208501	284184	1:1	1139318
67811	26073	1:1	1139690
59013	3187	1:1	968636
216724	80230	1:1	962852
21927	7126	1:1	1137167
13384	4356	1:1	1195791
55978	90410	1:1	1226798
216725	9509	1:1	965377
69071	27346	1:1	1142279
68626	60528	1:1	1200186
30944	30832	1:1	946849
18099	51701	1:1	962860
214779	345462	1:1	974455
69109	92002	1:1	967486
66274	201229	1:1	770322
108072	2916	1:1	940649
52685	146894	1:1	1199490
237758	285676	1:1	979378
22678	80108	1:1	968424
50997	HUMAN34106	1:1	1195778
27274	117608	1:1	1172937
18126	4843	1:1	910045
19064	5539	1:1	1154542
19127	5626	1:1	976113
216831	9912	1:1	963658
217212	5697	1:1	954448
217214	162417	1:1	1232473
21408	6940	1:1	977291
76547	84336	1:1	1208266
622699	102724657	n:1	412776
268490	124801	1:1	1179948
MOUSE04889	102724657	n:1	
16859	654346	1:m	
16859	284194	1:m	
16859	3965	1:m	1215954
68401	92579	1:1	1207339
214384	93649	1:1	1189524
12750	57396	1:1	962080
26398	6416	1:1	962412
MOUSE04919	57597	1:1	967922
16706	8844	1:1	965773
237759	91522	1:1	965271
52712	7566	1:1	973132
11465	71	1:1	
78889	26118	1:1	964424
238021	25794	1:1	1190766
237806	1770	1:1	671272
72947	85007	1:1	1192323
380702	388336	1:1	953780
71885	80233	1:1	1228036
193003	644139	1:1	944861
71576	100289255	1:1	
15384	3182	1:1	963103
52530	55651	1:1	1245369
338369	388335	1:1	1142459
66089	64777	1:1	
66358	56985	1:1	949128
212706	23138	1:1	1180002
52892	6341	1:1	877311
66050	10597	n:m	
66050	10597	n:m	1189471
217365	55666	1:1	1229185
208634	HUMAN36946	1:1	1214580
18588	5149	n:m	
18588	5148	n:m	1143407
67291	339230	1:1	675565
70317	HUMAN36962	1:1	953191
15184	10014	1:1	1193064
17883	4621	1:1	970110
77371	10802	1:1	
66397	51128	1:1	953190
217216	78995	1:1	969622
217217	92591	1:1	972577
15239	9146	1:1	961713
76901	23338	1:1	672662
72053	79089	1:1	878945
52626	91368	1:1	939540
56282	6182	1:1	1248914
17882	4620	1:1	
22210	7320	1:1	828844
27376	1468	1:1	917339
18015	4763	1:1	1208321
14527	2642	1:1	963957
18377	4974	1:1	348231
192173	348262	1:1	1210325
216984	2124	n:1	938192
68701	116729	1:1	962269
216984	2124	n:1	
14017	HUMAN32838	1:1	
268451	84440	1:1	882018
18453	5034	1:1	960967
17879	4619	1:1	967741
217218	56970	1:1	1182899
192662	396	1:1	1209701
21681	10189	1:1	962107
66156	51529	1:1	889980
208990	HUMAN37106	1:1	
216987	55813	1:1	858117
17884	4622	1:1	966194
68671	5833	1:1	1181998
52615	23512	1:1	1169464
17885	4626	1:1	966942
54394	51379	1:1	1161622
209011	51547	1:1	912675
17134	4097	1:1	1175764
237877	79915	1:1	1176408
213084	51265	1:1	968225
544791	8735	1:1	964689
209027	HUMAN37130	1:1	758932
68550	79736	1:1	1244006
68515	255275	1:1	1162466
19052	5515	1:1	1195471
216991	55803	1:1	1238879
71956	84282	1:1	970100
77583	147111	1:1	1162309
21402	6500	1:1	1183339
14457	8522	1:1	929299
93896	9340	1:1	966199
19674	5957	1:1	1086135
MOUSE05139	6932	1:1	
544792	644070	1:1	1209550
68460	201140	1:1	729219
216835	124739	1:1	964985
71860	146845	1:1	961590
22333	7416	1:1	1225582
213673	56951	1:1	971199
55943	9482	1:1	670481
320027	23105	1:1	1189122
18208	9423	1:1	968973
320207	23533	1:1	341599
15525	3308	1:1	961892
67966	54819	1:1	963906
93736	27125	1:1	966607
259301	116842	1:1	1150613
22272	27089	1:1	
104709	146850	1:1	1173201
14566	2661	1:1	1182865
215723	162387	1:1	968750
276920	146849	1:1	1183242
71774	134549	1:1	1152130
237761	134548	1:1	964913
59040	55288	1:1	1251433
246104	162494	1:1	898072
70591	64149	1:1	1195240
21429	7343	1:1	965587
68938	79058	1:1	
20362	23176	1:1	770379
20892	201254	1:1	753831
217366	201255	1:1	964622
20533	6521	1:1	910959
170758	5881	1:1	961197
67880	51181	1:1	728744
15361	3159	n:1	864449
16568	11127	1:1	962145
77579	4628	1:1	969074
19719	5986	1:1	1235668
16189	3565	1:1	1140875
16163	3596	1:1	1142683
22680	7756	1:1	962287
51799	10900	1:1	348272
83431	81565	1:1	
320040	643904	1:1	359764
19941	HUMAN31688	1:m	
19941	6154	1:m	
209318	2873	1:1	674126
19360	HUMAN80667	1:m	
19360	10111	1:m	960999
442801	22899	1:1	971695
16191	3567	1:1	413092
71998	399512	1:1	917334
57785	29098	1:1	1221866
69077	5717	1:1	1214098
12569	8851	1:1	911271
237823	5198	1:1	1222659
68066	51629	1:1	917388
68730	64118	1:1	1237363
338367	4642	1:1	963768
103743	26022	1:1	1220149
16362	3659	1:1	1166279
75622	124912	1:1	943691
11418	40	1:1	908277
20520	6584	1:1	961860
MOUSE05360	2896	1:1	963547
20306	6354	n:m	1184232
20306	6356	n:m	
20306	6355	n:m	
20306	6357	n:m	
20292	6354	n:m	
20292	6356	n:m	1184224
20292	6355	n:m	
20292	6357	n:m	
217219	284069	1:1	1150592
20293	6347	1:1	1184222
30805	6583	1:1	962376
20290	6346	1:1	1184236
30794	8572	1:1	1208718
270893	124842	1:1	1228330
16399	3674	1:1	1220387
14104	2194	1:1	961432
237943	23131	1:1	969071
12467	10693	1:1	847247
66983	91603	1:1	671941
57265	2535	1:1	345865
68964	80169	1:1	1176737
71276	284001	1:1	964925
268491	284071	1:1	1191861
80879	9123	1:1	961695
20877	9212	1:1	962300
71923	54785	1:1	923547
52715	HUMAN34252	1:1	762505
66910	84314	1:1	752409
22318	HUMAN31627	1:m	
22318	6844	1:m	795666
18452	8974	1:1	
12981	1437	1:1	1145317
104318	1453	1:1	961138
11488	4185	1:1	968751
12516	924	1:1	1156542
14615	10052	1:1	1205169
75689	51751	1:1	958234
209588	6398	1:1	
217369	2837	1:1	1193483
66179	79701	1:1	1208101
238023	284004	1:1	
18626	5187	1:1	1227603
84653	84667	1:1	958759
23801	59344	1:1	875090
11686	242	1:1	875087
217370	79415	1:1	1186676
20624	9343	1:1	960969
16882	3980	1:1	1189353
73293	388389	1:m	943760
73293	388389	1:m	
67608	HUMAN37324	1:1	929971
68837	3607	1:1	966308
11688	247	1:1	875092
14580	2670	1:1	967571
66840	56270	1:1	718430
70218	146909	1:1	1190180
23829	10882	1:1	968507
217371	10966	1:1	1170621
238024	79672	1:1	1199400
68087	79877	1:1	855086
14919	3000	1:1	966665
63828	64122	1:1	1199402
18107	4836	1:1	
216846	116840	1:1	969528
67338	117584	1:1	771074
72469	113026	1:1	1134895
245828	58485	1:1	930173
108903	6904	1:1	752174
319530	79755	1:1	1232133
16499	9196	1:1	855292
80515	284023	1:1	1221723
19364	5892	1:1	1192909
78919	54752	1:1	418120
192231	10614	1:1	782249
210004	146712	1:1	1131528
71059	124790	1:1	782251
217011	54475	1:1	960940
210029	284207	1:1	1207992
74675	HUMAN00670	1:1	1151139
MOUSE05566	146862	1:1	1214667
216848	1107	1:1	969877
327978	162394	1:1	409791
57778	752	1:1	965876
327951	124637	1:1	1223432
78304	84316	1:1	
67020	92162	1:1	938151
237886	91607	n:m	
237886	146857	n:m	409793
216850	23135	1:1	1179990
328019	124783	1:1	1142679
276950	91607	n:m	1160968
276950	146857	n:m	
53859	9020	1:1	969260
216739	HUMAN80614	1:m	961212
216739	23305	1:m	
20558	55106	n:m	937672
20558	100506736	n:m	
74847	728637	1:1	1156536
20557	55106	n:m	
20557	100506736	n:m	937671
237890	342618	1:1	409792
327954	146754	1:1	671270
13643	1949	1:1	1183181
216742	96459	1:1	718571
103737	5193	1:1	672068
544817	201176	1:1	965255
216853	55135	1:1	1234951
353047	9842	1:1	1189025
69444	57151	1:1	943683
104582	388394	1:1	1211599
56494	9570	1:m	878554
56494	HUMAN34503	1:m	
22412	7484	1:1	831237
22415	7473	1:1	347320
22059	7157	1:1	1199707
